0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.836027740324242359e+02
2.000000000000000000e+00 7.653988175648286187e+02
3.000000000000000000e+00 1.125074417370570472e+03
4.000000000000000000e+00 1.458842598537486992e+03
5.000000000000000000e+00 1.750455646132844777e+03
6.000000000000000000e+00 1.990840358509043199e+03
7.000000000000000888e+00 2.192944795374373825e+03
8.000000000000000000e+00 2.366923176732645061e+03
9.000000000000000000e+00 2.517961900781290296e+03
1.000000000000000000e+01 2.648914940221321558e+03
1.100000000000000000e+01 2.761383279638428576e+03
1.199999999999999822e+01 2.856245060274757179e+03
1.299999999999999822e+01 2.933979607026581562e+03
1.399999999999999822e+01 2.994935371902436145e+03
1.499999999999999822e+01 3.039632045865664168e+03
1.600000000000000000e+01 3.069163276318129192e+03
1.700000000000000000e+01 3.085723122789264835e+03
1.800000000000000000e+01 3.093065060638058640e+03
1.900000000000000355e+01 3.067253565998429622e+03
2.000000000000000355e+01 3.040018926003461274e+03
2.100000000000000355e+01 3.007854943135299891e+03
2.200000000000000355e+01 2.968536598627031708e+03
2.300000000000000711e+01 2.923376861882455614e+03
2.400000000000000711e+01 2.873248806291621804e+03
2.500000000000000711e+01 2.818851403978669168e+03
2.600000000000000711e+01 2.760782373481295053e+03
2.700000000000000711e+01 2.699524994641738886e+03
2.800000000000000711e+01 2.635486181293724258e+03
2.900000000000000711e+01 2.569025360232768890e+03
3.000000000000001066e+01 2.500493736197416183e+03
3.100000000000001066e+01 2.430227742945016871e+03
3.200000000000001421e+01 2.358554734842994549e+03
3.300000000000001421e+01 2.285802478584508208e+03
3.400000000000001421e+01 2.212301846951796506e+03
3.500000000000001421e+01 2.138382483943180432e+03
3.600000000000001421e+01 2.064368692380124685e+03
3.700000000000001421e+01 1.990571781561502576e+03
3.800000000000001421e+01 1.917285597417514737e+03
3.900000000000001421e+01 1.844781650163383802e+03
4.000000000000002132e+01 1.773305294367106626e+03
4.100000000000002132e+01 1.703073833280370536e+03
4.200000000000002132e+01 1.634275215419221013e+03
4.300000000000002132e+01 1.567068229420571470e+03
4.400000000000002132e+01 1.501583260371479128e+03
4.500000000000002132e+01 1.437923902667841958e+03
4.600000000000002132e+01 1.376169172887501873e+03
4.700000000000002132e+01 1.316375630500876241e+03
4.800000000000002842e+01 1.258580043711717508e+03
4.900000000000002842e+01 1.202802377906012907e+03
5.000000000000002842e+01 1.149047426278737248e+03
5.100000000000002132e+01 1.097305096775793345e+03
5.200000000000002132e+01 1.047552551117258872e+03
5.300000000000002132e+01 9.997580786954539462e+02
5.400000000000002842e+01 9.538840032601116263e+02
5.500000000000002842e+01 9.098863175145593232e+02
5.600000000000002842e+01 8.677102446866139189e+02
5.700000000000002842e+01 8.272972832837180022e+02
5.800000000000002842e+01 7.885920174180992035e+02
5.900000000000002842e+01 7.515371216555759020e+02
6.000000000000002842e+01 7.160741705997719464e+02
6.100000000000002842e+01 6.821501746599381022e+02
6.200000000000002842e+01 6.497058717836138158e+02
6.300000000000003553e+01 6.186840695561255643e+02
6.400000000000002842e+01 5.890302030780474070e+02
6.500000000000002842e+01 5.606895634632145402e+02
6.600000000000002842e+01 5.336070348043762124e+02
6.700000000000004263e+01 5.077310325077286279e+02
6.800000000000004263e+01 4.830116564382615252e+02
6.900000000000004263e+01 4.594007635945214361e+02
7.000000000000004263e+01 4.368571436320243606e+02
7.100000000000004263e+01 4.153384392957908062e+02
7.200000000000004263e+01 3.948023917653512171e+02
7.300000000000004263e+01 3.752026006834032046e+02
7.400000000000004263e+01 3.565019969488888023e+02
7.500000000000004263e+01 3.386608227826998814e+02
7.600000000000004263e+01 3.216362039111925242e+02
7.700000000000004263e+01 3.054007942126722810e+02
7.800000000000004263e+01 2.899184678068022549e+02
7.900000000000004263e+01 2.751544394399960538e+02
8.000000000000004263e+01 2.610815590251020808e+02
8.100000000000004263e+01 2.476835713157338716e+02
8.200000000000005684e+01 2.349339547636689360e+02
8.300000000000005684e+01 2.228073201092270779e+02
8.400000000000005684e+01 2.112751288937452046e+02
8.500000000000005684e+01 2.003121985327516654e+02
8.600000000000005684e+01 1.898991847600460403e+02
8.700000000000005684e+01 1.800117083032295398e+02
8.800000000000005684e+01 1.706248222291587808e+02
8.900000000000005684e+01 1.617242836323779329e+02
9.000000000000005684e+01 1.532897667184048487e+02
9.100000000000005684e+01 1.452975930282090360e+02
9.200000000000005684e+01 1.377240159565840258e+02
9.300000000000005684e+01 1.305873019762896945e+02
9.400000000000005684e+01 1.238284459689784711e+02
9.500000000000005684e+01 1.174317834724418645e+02
9.600000000000005684e+01 1.114275296545586258e+02
9.700000000000005684e+01 1.057939005269723083e+02
9.800000000000005684e+01 1.004685236616717816e+02
9.900000000000007105e+01 9.544746936614325250e+01
1.000000000000000000e+02 9.079943154293886209e+01
